https://en.wikipedia.org/wiki/Software_metric, 98.27391304270081
https://en.wikipedia.org/w/load.php?lang=en&modules=ext.cite.styles%7Cext.uls.interlanguage%7Cext.visualEditor.desktopArticleTarget.noscript%7Cext.wikimediaBadges%7Cjquery.makeCollapsible.styles%7Cskins.vector.styles.legacy%7Cwikibase.client.init&only=styles&skin=vector, 2.4565217391304346
https://en.wikipedia.org/w/load.php?lang=en&modules=startup&only=scripts&raw=1&skin=vector, 3.556521739324798
https://en.wikipedia.org/w/load.php?lang=en&modules=site.styles&only=styles&skin=vector, 3.504347826151744
https://en.wikipedia.org/static/images/project-logos/enwiki-2x.png, 2.869565217391304
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-en.svg, 2.317391304542189
https://en.wikipedia.org/w/skins/Vector/resources/common/images/bullet-icon.svg?d4515, 2.3000000002591507
https://en.wikipedia.org/w/resources/src/mediawiki.skinning/images/external-ltr.svg?59558, 3.060869565476542
https://upload.wikimedia.org/wikipedia/commons/6/65/Lock-green.svg, 9.27826086950043
https://upload.wikimedia.org/wikipedia/commons/2/23/Icons-mini-file_acrobat.gif, 9.33913043497697
https://en.wikipedia.org/w/skins/Vector/resources/skins.vector.styles.legacy/images/user-avatar.svg?b7f58, 4.439130434847397
https://en.wikipedia.org/w/skins/Vector/resources/common/images/search.svg?bbf78, 2.85652173926001
https://en.wikipedia.org/w/extensions/Wikibase/client/resources/images/edit.svg?34bc5, 2.7652173913691356
mwStartup, 0.0
https://en.wikipedia.org/w/load.php?lang=en&modules=ext.gadget.ReferenceTooltips%2Ccharinsert%2Cextra-toolbar-buttons%2CrefToolbar%2Cswitcher&skin=vector&version=1ilvs, 7.800000000259151
https://en.wikipedia.org/w/load.php?lang=en&modules=ext.visualEditor.core.utils.parsing%7Cext.visualEditor.desktopArticleTarget.init%7Cext.visualEditor.progressBarWidget%2CsupportCheck%2CtargetLoader%2CtempWikitextEditorWidget%2Ctrack%2Cve&skin=vector&version=147ie, 7.765217391369135
https://en.wikipedia.org/w/load.php?lang=en&modules=ext.centralNotice.bannerHistoryLogger%2CchoiceData%2Cdisplay%2CgeoIP%2CimpressionDiet%2CkvStore%2ClargeBannerLimit%2ClegacySupport%2CstartUp%7Cext.centralauth.centralautologin%7Cext.cite.ux-enhancements%7Cext.cx.eventlogging.campaigns%7Cext.eventLogging%2CnavigationTiming%2Cpopups%2CwikimediaEvents%7Cext.growthExperiments.SuggestedEditSession%7Cext.uls.common%2Ccompactlinks%2Cinterface%2Cpreferences%2Cwebfonts%7Cjquery%2Coojs%2Csite%7Cjquery.client%2Ccookie%2CmakeCollapsible%2CtextSelection%7Cjquery.uls.data%7Cmediawiki.String%2CTitle%2CUri%2Capi%2Cbase%2Ccldr%2Ccookie%2Cexperiments%2CjqueryMsg%2Clanguage%2Cstorage%2Ctoc%2Cuser%2Cutil%2CvisibleTimeout%7Cmediawiki.editfont.styles%7Cmediawiki.libs.pluralruleparser%7Cmediawiki.page.ready%7Cmediawiki.ui.button%7Cskins.vector.legacy.js&skin=vector&version=u4vb1, 7.447826086826947
first-paint, 0.0
first-contentful-paint, 0.0
https://login.wikimedia.org/wiki/Special:CentralAutoLogin/checkLoggedIn?type=script&wikiid=enwiki&proto=https, 2.1608695653469665
https://en.wikipedia.org/w/extensions/UniversalLanguageSelector/resources/images/cog-sprite.svg?c3fa1, 2.1956521739130435
https://en.wikipedia.org/w/extensions/UniversalLanguageSelector/resources/images/language-base20.svg?b7954, 2.5260869565865267
https://en.wikipedia.org/static/favicon/wikipedia.ico, 0.6739130438021992
